LPAL,LPAL_LIN,ROIL_LIN,ROIL_LINF,ROIL_LINF_LIN,ROIL_LINF_PRUNE,ROIL_LIN_PRUNE,GAIL,NBC,EstLInfDiff,Epsilon,Optimal,Worst,Random,S_Cover,dataset_size
-841.195456607062,-418.43973156253253,-2010.1833601300414,420.44264041549064,-290.49376588082663,388.1847704127975,-962.0880601849838,-965.8184791919746,-830.0564099392293,1.5858996974783839,2408.2298060470384,486.21844419981176,-6471.290903362408,-990.0029971156857,4.1875,100
-1088.8881703344377,-643.5520380421669,419.90130936321657,430.9168542869152,-532.2804207265541,225.08671775289227,266.3789975765693,-984.7992416356561,-793.1799070740027,1.7239468996526992,2408.2298060439452,486.21844419981176,-6471.290903362408,-990.0029971156857,5.4375,100
-853.4866099332894,-578.2000456361625,-1591.8189507238185,344.9814997729569,-576.5831027488437,195.19456307093944,254.62652687368694,-1004.9705364359178,-823.9842293615749,1.4199390026495653,2408.2298060479307,486.21844419981176,-6471.290903362408,-990.0029971156857,5.4375,100
-847.5809700806,-451.9561455837874,-2177.5771526592644,-502.58361323700507,-137.4656423426136,340.6121822821209,277.537004898013,-908.3311771160943,-860.972792300984,1.3430991203628944,2408.2298060468265,486.21844419981176,-6471.290903362408,-990.0029971156857,4.5,100
-842.618839924734,-866.7474012690458,-2273.3368512598004,-607.9405992014492,-35.081199304643334,198.40863124427395,255.10473991282842,-1017.4421195202473,-825.7673530093601,1.3799350257563352,2408.2298060447656,486.21844419981176,-6471.290903362408,-990.0029971156857,4.9375,100
-841.246275956582,-809.4992749659689,-2217.3440884748125,-589.4415507448873,-555.2009998426474,294.8929153378516,283.7975399926982,-931.7405358946272,-866.9367969530078,1.4432404517423068,2408.229806043935,486.21844419981176,-6471.290903362408,-990.0029971156857,4.125,100
-677.3994835740314,-405.02643845962865,-1281.5062071977848,-182.91769203134618,-505.1744023371543,389.4804000675943,132.06381470828634,-943.7295589039139,-821.2813695653617,1.6180972988121776,2408.229806044575,486.21844419981176,-6471.290903362408,-990.0029971156857,6.25,100
-841.1456622318549,-871.0613710463471,-157.684985842247,-125.9704191873476,-552.060065418761,345.50453163494325,146.96694911377153,-1026.1082500880113,-870.2452808285491,1.2791047842404044,2408.229806044926,486.21844419981176,-6471.290903362408,-990.0029971156857,4.6875,100
-674.2086784774885,-576.5749589459,-163.0358089901607,-607.5291909959919,136.0929774904363,205.77372097580195,210.31898208228466,-1005.2630171745649,-841.4552285025301,1.7328889886296333,2408.2298060447984,486.21844419981176,-6471.290903362408,-990.0029971156857,5.75,100
-853.3022741916674,-483.6067399203582,-2549.256260748737,-47.61622615587074,470.377325435215,423.27108318030287,246.00518341872808,-1007.7227872005153,-783.471279127431,1.6579735919102836,2408.229806042284,486.21844419981176,-6471.290903362408,-990.0029971156857,5.6875,100
105.43293170701548,151.2799267511018,-1793.0888140676682,365.27200291446405,186.15984362385103,373.50940333257086,-31.54052358573193,-924.3662431639226,-623.6540349646467,0.9794175424360727,749.7780886641831,486.21844419981176,-6471.290903362408,-990.0029971156857,11.75,996
101.3380514556918,19.7043349060769,-597.4069492936371,122.42613848285555,214.2438756264427,351.39031793299256,430.15283051191415,-821.6512299514065,-481.1975075219297,0.8597274203317796,749.7780886650565,486.21844419981176,-6471.290903362408,-990.0029971156857,13.9375,996
-60.240623905248,107.03295452308609,-1017.2914913847193,36.295742899133444,155.11852699641548,418.59234293301,-82.65255820920379,-682.6890440453285,-414.14984213372173,0.8129045374039521,749.7780886639136,486.21844419981176,-6471.290903362408,-990.0029971156857,14.75,996
0.31895726800650626,136.92753640261526,-937.2906143639225,354.0348648399924,307.5181077230852,249.87858421790025,401.38297562554465,-664.175948103296,-379.68520287396814,0.7500839631813804,749.7780886618755,486.21844419981176,-6471.290903362408,-990.0029971156857,14.499999999999998,996
97.50638478276507,26.813170489831055,-1395.8132423609195,361.43058709685357,116.090909006463,353.0045327928466,428.6414719121644,-828.9805421038426,-430.6531284040605,0.8894019773489973,749.7780886631407,486.21844419981176,-6471.290903362408,-990.0029971156857,14.6875,996
106.1356441059805,112.45763031237385,-272.9270193881819,467.6297194627088,283.1341234751788,337.10667985118533,423.8956875574397,-704.8587394191661,-659.8632405192091,1.0416438887228128,749.7780886622232,486.21844419981176,-6471.290903362408,-990.0029971156857,12.3125,996
101.49623829861602,235.85211277374586,-2125.2219164088606,85.2294812044191,257.46880919725254,242.1712479948844,428.72606669832805,-907.2813088643061,-511.5787629628255,0.9981756675325738,749.778088663407,486.21844419981176,-6471.290903362408,-990.0029971156857,13.25,996
103.47204774833322,146.7833852842203,-1879.7465654177715,297.2598480240067,117.85153368826504,157.49425165429287,292.05863270360885,-748.2841016722804,-639.6316152332581,1.0469022400456294,749.7780886624853,486.21844419981176,-6471.290903362408,-990.0029971156857,10.4375,996
106.28073313893377,164.51051366587805,-2063.4793740327236,436.013455891656,486.13856124578734,268.9531997426606,410.2677032888835,-948.1720929988278,-460.09090949828186,0.8614716540331262,749.7780886602492,486.21844419981176,-6471.290903362408,-990.0029971156857,15.562500000000002,996
