LPAL,LPAL_LIN,ROIL_LIN,ROIL_LINF,ROIL_LINF_LIN,ROIL_LINF_PRUNE,ROIL_LIN_PRUNE,GAIL,NBC,EstLInfDiff,Epsilon,Optimal,Random,dataset_size,BC
-2174.686894829136,-1158.4617766277092,-1184.900734951458,-1209.8289258702384,-1184.9007349514577,-1209.8289258702384,-1154.8755395614292,-1406.738133274844,-1177.9460864466175,5.39966513835447,5513.090222642121,-1152.5102260675258,-1808.171581346292,100,-1161.3139873001599
-2203.240550985946,-1158.4617766277097,-1162.8122239041063,-1186.1978850373764,-1162.8122239041056,-1186.1978850373764,-1167.8576301317498,-1561.8487172757818,-1186.1978850373748,6.669669037264472,5750.334874442773,-1152.5102260675258,-1808.171581346292,100,-1161.4206651307597
-2175.0084233805187,-1220.078145107335,-1176.450768433802,-1220.078145107335,-1176.450768433802,-1220.078145107335,-1179.3141658964669,-1510.2105597836864,-1161.346210655708,8.251333000428708,5543.388903779007,-1152.5102260675258,-1808.171581346292,100,-1153.6089662148188
-2098.539047391058,-1217.2744977163932,-1186.2767948956846,-1215.138276505269,-1186.2767948956846,-1215.138276505269,-1164.3152004643714,-1497.3311423991445,-1215.1382765052697,17.535381934187615,4691.437593749183,-1152.5102260675258,-1808.171581346292,100,-1162.8583435893454
-2279.5096667093685,-1499.073808389864,-1391.7669441382789,-1482.5381314692174,-1391.8050076678876,-1482.5381314692174,-1266.5327792591522,-1532.7020851447523,-1477.473068139962,18.59876357972936,4067.991769184632,-1152.5102260675258,-1808.171581346292,100,-1192.8984159178613
-2350.192833895527,-1302.917438716805,-1227.5321371896753,-1302.917438716805,-1227.5321371896753,-1302.917438716805,-1212.21520054515,-1651.4875262061616,-1214.9334071367696,12.544018820584675,5654.901608543842,-1152.5102260675258,-1808.171581346292,100,-1210.9150967419644
-2126.406953428988,-1207.0319349370818,-1178.797974228505,-1198.9909999319982,-1178.797974228505,-1198.9909999319982,-1163.6577500769804,-1531.791534691832,-1198.990999931997,17.55010066843282,4625.980841181742,-1152.5102260675258,-1808.171581346292,100,-1173.0873223119108
-2347.9447968486425,-1425.6305071465065,-1297.003943192474,-1453.2382598307909,-1297.003943192474,-1453.2382598307909,-1297.0039431925147,-1353.2171496161716,-1381.4143318650436,20.846757954764644,4504.109355657128,-1152.5102260675258,-1808.171581346292,100,-1243.5865623226778
-2042.4221335851448,-1211.3589193173468,-1217.013613529038,-1290.171409986518,-1217.0136135291675,-1290.171409986518,-1172.539324869222,-1506.202387630839,-1218.600418433889,5.334120697768448,4783.74213620935,-1152.5102260675258,-1808.171581346292,100,-1154.5647552402193
-2149.609090819004,-1252.1020954290857,-1230.5775394570574,-1243.7914354538498,-1230.5775394570574,-1243.7914354538498,-1168.8263589865574,-1423.215983237957,-1243.79143545385,17.171244335993602,4967.976465244615,-1152.5102260675258,-1808.171581346292,100,-1199.4366654828748
-2046.2547888616496,-1152.510226067526,-1152.5102260675255,-1152.510226067526,-1152.5102260675255,-1152.510226067526,-1152.510226067526,-1152.5102260675226,-1152.5102260675228,4.440892098500626e-14,2973.2729568503605,-1152.5102260675258,-1808.171581346292,996,-1152.7671178277492
-1815.6147274167568,-1152.510226067526,-1152.5102260675255,-1152.510226067526,-1152.5102260675255,-1152.510226067526,-1152.510226067526,-1152.5102260675226,-1152.5102260675228,4.440892098500626e-14,2655.2533262393645,-1152.5102260675258,-1808.171581346292,996,-1152.7672271086963
-1796.1998315622525,-1152.510226067526,-1152.5102260675255,-1152.510226067526,-1152.5102260675255,-1152.510226067526,-1152.510226067526,-1152.5102260675226,-1152.5102260675228,4.440892098500626e-14,3306.001291769464,-1152.5102260675258,-1808.171581346292,996,-1152.767153569133
