LPAL,LPAL_LIN,ROIL_LIN,ROIL_LINF,ROIL_LINF_LIN,ROIL_LINF_PRUNE,ROIL_LIN_PRUNE,GAIL,NBC,EstLInfDiff,Epsilon,Optimal,Random,dataset_size,BC
-293.6826933382195,-293.6826933390759,169.48259619384066,-161.3063600534889,46.01007680355866,-293.6826933406661,169.48259619367087,-58.33781054386654,288.45841874636744,10.638921062746128,2916.830097745971,508.2144594125888,-105.4987718774346,100,351.14639111615145
-255.8783977685828,-1.3301575521493874,236.8272771832018,-95.5762720745521,170.3649624916012,-60.440771983064224,258.0225001577253,-34.44233154679941,403.8949408678536,4.40361493417522,3290.5149729010063,508.2144594125888,-105.4987718774346,100,228.4357889989868
-275.1181091914545,-214.29540350712864,138.13204131878604,-161.94130446811383,13.558769599891306,-248.26666701195256,138.1320413202789,-134.46820865418758,383.8506907234366,11.943888008739949,2993.0641145298428,508.2144594125888,-105.4987718774346,100,337.49299188274404
-223.75713608840607,-208.35720613449712,150.79651817656492,-148.2477969418719,7.529328127103469,-222.5884721342645,112.76122248069925,-100.74121039887883,267.6973262786912,11.241328777734836,2936.132075604969,508.2144594125888,-105.4987718774346,100,323.626174179833
-305.5812731281343,-48.2781653616766,268.776611685977,-89.12077660984706,271.9184406283355,-83.9417120618744,334.8456462052743,-68.10907342547841,345.1585224832323,10.90437739350502,3239.328895108727,508.2144594125888,-105.4987718774346,100,400.1386713445679
-224.93832314190172,-224.93832313813687,57.88476867656314,-146.6275871042177,-53.2509938319306,-224.93832314187264,65.60483121548566,-164.49690744368155,215.27373966369777,10.160973808493493,2916.8300977236804,508.2144594125888,-105.4987718774346,100,374.76135761079206
-326.75083551530406,-326.75083551553234,125.32217657499004,-170.01648870300934,39.3523493021391,-326.7508355155721,125.32217657510506,-15.138713959980697,423.8304733712332,13.716734641397023,2916.8300977479994,508.2144594125888,-105.4987718774346,100,374.12416380923935
-315.3420214253292,-275.28937419542376,209.59750336211897,-172.23794555495198,34.370780038784815,-292.3296218556804,206.17823320944825,-39.25238789522998,330.0039367570915,12.277588246584472,2967.031320246233,508.2144594125888,-105.4987718774346,100,406.8085998557573
-277.50503021528544,-277.50503021406223,156.54562386465014,-157.70883302917733,26.572975182947403,-277.5050302160154,156.5456238641249,47.45611313380013,351.14428641772645,11.993741368454248,2916.830097730522,508.2144594125888,-105.4987718774346,100,347.7126789532819
-206.55600431489628,30.901222886621863,299.9480886531874,-56.66715689726975,281.779455518898,-41.31570954053959,286.9765809077369,-80.25170122192512,414.1292772438112,13.327096941369003,3329.696525502952,508.2144594125888,-105.4987718774346,100,341.45710975177514
-182.41817063948687,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,362.5971982165912,508.2144594125868,3.5527136788005016e-14,3488.7402647352224,508.2144594125888,-105.4987718774346,996,358.4381844337453
-157.9246371738269,504.8155471664314,505.8172875647492,504.8155471664314,505.8172875647492,504.8155471664314,506.5106749599728,405.6102477478442,506.13842901576345,0.3516432292858418,3009.5215276977697,508.2144594125888,-105.4987718774346,996,363.37011355305424
-93.66159035822848,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,451.7169676583484,508.2144594125868,3.5527136788005016e-14,2648.944751809425,508.2144594125888,-105.4987718774346,996,364.30503201659167
-150.98959116753244,507.7346695584829,507.4072759882779,507.7346695584829,507.4072759882779,507.3646831351731,507.7046083047549,430.0893112525798,507.0494447386177,0.3473255635588183,3230.798327743657,508.2144594125888,-105.4987718774346,996,364.31791161881995
-113.15570341704498,502.32163550577377,503.4068548510597,502.32163550577377,503.4068548510597,501.2530003034829,506.2166034792255,462.82665792905,502.3216355057717,0.9220629922164872,2712.098468830241,508.2144594125888,-105.4987718774346,996,360.3697263766518
-74.53207499234269,505.7253791066764,506.8880709819281,505.7253791066764,506.8880709819281,505.7253791066764,506.6934781809808,454.20757940811257,508.2144594125868,3.5527136788005016e-14,2885.7559096557907,508.2144594125888,-105.4987718774346,996,364.31257872104356
-296.476396219955,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,253.06792156050875,508.2144594125868,3.5527136788005016e-14,3754.755575363712,508.2144594125888,-105.4987718774346,996,363.81814698221416
-64.34307839893995,491.3805865329516,499.8942108773787,491.3805865329516,499.8942108773787,491.3805865329516,498.2713558436998,429.66681014198514,491.3316241928808,7.489342230544035,2888.022495228646,508.2144594125888,-105.4987718774346,996,364.31592181587655
-208.52697580369224,499.804962238209,503.8206709813929,499.8049622382089,503.8206709813929,499.7324091502431,503.88281560637154,404.7663477582704,501.89236120332265,0.8699431608879716,3551.79652486464,508.2144594125888,-105.4987718774346,996,356.14339589823624
21.72235199132481,385.0110277886731,439.4685142702159,385.0110277886731,439.4685142702159,385.0110277886731,434.4108442975225,409.2176234556276,503.3403716290891,1.0439343017230225,2352.9440112252946,508.2144594125888,-105.4987718774346,996,364.3095354017795
-204.15444088169457,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,495.3626470162899,508.2144594125868,3.5527136788005016e-14,2992.1651125195563,508.2144594125888,-105.4987718774346,1897,364.31591743434274
-79.17178737328759,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,480.7203156363669,508.2144594125868,3.5527136788005016e-14,2445.8316549362416,508.2144594125888,-105.4987718774346,1897,364.32153194542735
-214.4697209965836,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,479.1174827796545,508.2144594125868,3.5527136788005016e-14,2600.267267420503,508.2144594125888,-105.4987718774346,1897,364.31919545814344
-282.2145546562931,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,362.1381964637456,508.2144594125868,3.5527136788005016e-14,3161.037288591509,508.2144594125888,-105.4987718774346,1897,364.3038689959235
-174.22395947746088,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,470.4313804331768,508.2144594125868,3.5527136788005016e-14,3210.134143313723,508.2144594125888,-105.4987718774346,1897,364.30612970697985
-32.25541520174956,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,395.5503486501654,508.2144594125868,3.5527136788005016e-14,2129.14202433391,508.2144594125888,-105.4987718774346,1897,364.3082828074661
-49.56033706462429,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,504.7644514110447,508.2144594125868,3.5527136788005016e-14,2344.516781730198,508.2144594125888,-105.4987718774346,1897,364.3145468501714
-235.79656284778235,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,465.85592707618696,508.2144594125868,3.5527136788005016e-14,2879.068442506833,508.2144594125888,-105.4987718774346,1897,364.31880944641296
-145.5398139171577,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,454.8812911697696,508.2144594125868,3.5527136788005016e-14,2728.608344562521,508.2144594125888,-105.4987718774346,1897,364.30812253068154
-107.34066239351613,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,479.1421013208136,508.2144594125868,3.5527136788005016e-14,2914.103773017471,508.2144594125888,-105.4987718774346,1897,364.3129307163878
-62.44880013945006,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,506.1127697949949,508.2144594125868,3.5527136788005016e-14,2194.1736876869413,508.2144594125888,-105.4987718774346,2800,364.3109838907606
-10.599646491082126,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,486.1185871472109,508.2144594125868,3.5527136788005016e-14,2363.447768064531,508.2144594125888,-105.4987718774346,2800,364.3171633896336
-74.64943962670833,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,352.7212570899212,508.2144594125868,3.5527136788005016e-14,2539.837218546995,508.2144594125888,-105.4987718774346,2800,364.31167438545066
-143.66005102852108,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,434.0021839380408,508.2144594125868,3.5527136788005016e-14,3133.391202839295,508.2144594125888,-105.4987718774346,2800,364.309375641055
-215.3121312532336,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,506.82658174020713,508.2144594125868,3.5527136788005016e-14,2905.626931004522,508.2144594125888,-105.4987718774346,2800,364.3095253927424
37.27172404528427,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,506.4647431707355,508.2144594125868,3.5527136788005016e-14,1970.754791363896,508.2144594125888,-105.4987718774346,2800,364.3171648713551
-262.4125442390253,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,443.9670844222748,508.2144594125868,3.5527136788005016e-14,3242.7643365631648,508.2144594125888,-105.4987718774346,2800,364.3066635065398
-162.4207583179262,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,495.1167024101688,508.2144594125868,3.5527136788005016e-14,2593.195521248984,508.2144594125888,-105.4987718774346,2800,364.31041226440203
-183.6617537353949,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,494.7711343468334,508.2144594125868,3.5527136788005016e-14,2575.5505998930457,508.2144594125888,-105.4987718774346,2800,364.3141298641196
-251.7034110726316,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,459.6954793261543,508.2144594125868,3.5527136788005016e-14,2628.311414891295,508.2144594125888,-105.4987718774346,2800,364.31852063702786
-235.4627215618492,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,350.09128525080155,508.2144594125868,3.5527136788005016e-14,3063.0907565935604,508.2144594125888,-105.4987718774346,3696,364.3109838907606
-172.51479453035404,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,508.21445941258673,508.2144594125868,3.5527136788005016e-14,2718.159720924459,508.2144594125888,-105.4987718774346,3696,364.314195628597
-149.47736074602562,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,504.2265034026238,508.2144594125868,3.5527136788005016e-14,2451.0367092317465,508.2144594125888,-105.4987718774346,3696,364.3080412902294
-57.18959464478186,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,507.70038656912186,508.2144594125868,3.5527136788005016e-14,2380.4430084572964,508.2144594125888,-105.4987718774346,3696,364.31303610007683
-110.32387812386312,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,481.2591742905044,508.2144594125868,3.5527136788005016e-14,2578.341179464281,508.2144594125888,-105.4987718774346,3696,364.3197543088435
-180.767358964191,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,493.1785741850268,508.2144594125868,3.5527136788005016e-14,2997.6776082432634,508.2144594125888,-105.4987718774346,3696,364.3152782039246
-235.3438995994398,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,374.89536153770825,508.2144594125868,3.5527136788005016e-14,2790.0596962411714,508.2144594125888,-105.4987718774346,3696,364.31081016598705
-46.17815366471176,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,491.527383457777,508.2144594125868,3.5527136788005016e-14,2916.1736483940567,508.2144594125888,-105.4987718774346,3696,364.31774827361176
-151.03622394220127,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,488.34291064961855,508.2144594125868,3.5527136788005016e-14,2244.291759085579,508.2144594125888,-105.4987718774346,3696,364.3167581526169
-175.06719629239944,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,461.7949002362756,508.2144594125868,3.5527136788005016e-14,2404.3568376185385,508.2144594125888,-105.4987718774346,3696,364.3277470860596
7.88619984189809,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,447.154731682034,508.2144594125868,3.5527136788005016e-14,2183.153994320917,508.2144594125888,-105.4987718774346,4600,364.3142711417013
-65.83025660935348,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,450.3212320511535,508.2144594125868,3.5527136788005016e-14,2601.842177989756,508.2144594125888,-105.4987718774346,4600,364.3170133795677
-97.05161963558275,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,505.5123445160952,508.2144594125868,3.5527136788005016e-14,2754.778608361933,508.2144594125888,-105.4987718774346,4600,364.3014063436294
-140.10666106248948,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,508.21445941258673,508.2144594125868,3.5527136788005016e-14,2581.9056770256093,508.2144594125888,-105.4987718774346,4600,364.32350242732383
-161.63123210110578,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,463.3378505052172,508.2144594125868,3.5527136788005016e-14,3030.827710335277,508.2144594125888,-105.4987718774346,4600,364.3137186582013
-219.81014981691868,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,490.175544980285,508.2144594125868,3.5527136788005016e-14,3159.4541335808804,508.2144594125888,-105.4987718774346,4600,364.31712859287916
-80.60330907506442,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,508.21445941258673,508.2144594125868,3.5527136788005016e-14,2398.3187557670867,508.2144594125888,-105.4987718774346,4600,364.3150766216652
-102.66412103019174,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,508.21445941258673,508.2144594125868,3.5527136788005016e-14,2420.032882973575,508.2144594125888,-105.4987718774346,4600,364.3077419813801
-33.026739006036394,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,500.7835798901581,508.2144594125868,3.5527136788005016e-14,2255.9986027494715,508.2144594125888,-105.4987718774346,4600,364.3137177222842
-168.91129783685,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,477.3910584249551,508.2144594125868,3.5527136788005016e-14,2218.6677799894765,508.2144594125888,-105.4987718774346,4600,364.30982669442443
-37.73684813279847,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,499.0716305318051,508.2144594125868,3.5527136788005016e-14,2112.157428015036,508.2144594125888,-105.4987718774346,5496,364.30965348376776
-122.03734386013627,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,495.0725532163447,508.2144594125868,3.5527136788005016e-14,2821.089234807041,508.2144594125888,-105.4987718774346,5496,364.3187862996881
-170.8229198278662,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,494.62756007793655,508.2144594125868,3.5527136788005016e-14,2519.964957471274,508.2144594125888,-105.4987718774346,5496,364.3137408330079
-228.5643581136029,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,493.69994933788377,508.2144594125868,3.5527136788005016e-14,2563.4120618799006,508.2144594125888,-105.4987718774346,5496,364.3101054318535
-141.8223721821136,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,488.34291064961855,508.2144594125868,3.5527136788005016e-14,2708.5675758372927,508.2144594125888,-105.4987718774346,5496,364.31203564550515
-88.05998580771957,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,508.21445941258673,508.2144594125868,3.5527136788005016e-14,2368.0303892819024,508.2144594125888,-105.4987718774346,5496,364.31228789353025
-23.56710198419904,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,507.53570626744926,508.2144594125868,3.5527136788005016e-14,2521.8265238855747,508.2144594125888,-105.4987718774346,5496,364.3072481260629
-79.09174636504272,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,508.21445941258673,508.2144594125868,3.5527136788005016e-14,2764.121805964298,508.2144594125888,-105.4987718774346,5496,364.30971668649465
-314.4493567896332,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,486.48267372342485,508.2144594125868,3.5527136788005016e-14,2807.819551656324,508.2144594125888,-105.4987718774346,5496,364.32832031523634
-83.2372247696716,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,482.2821433181,508.2144594125868,3.5527136788005016e-14,2415.872347121346,508.2144594125888,-105.4987718774346,5496,364.3084791061883
-183.49467648415447,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,507.0163519714535,508.2144594125868,3.5527136788005016e-14,2777.645948728177,508.2144594125888,-105.4987718774346,6400,364.30965348376776
-149.8940343659163,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,506.2104061368224,508.2144594125868,3.5527136788005016e-14,2332.1129791233,508.2144594125888,-105.4987718774346,6400,364.3209208627661
13.91276055182982,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,474.1089041576705,508.2144594125868,3.5527136788005016e-14,2142.845804381992,508.2144594125888,-105.4987718774346,6400,364.3264437863357
-133.3355554994245,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125908,508.2144594125882,508.2144594125799,508.21445941258673,508.2144594125868,3.5527136788005016e-14,2360.976530392298,508.2144594125888,-105.4987718774346,6400,364.3235744529553
