LPAL,LPAL_LIN,ROIL_LIN,ROIL_LINF,ROIL_LINF_LIN,ROIL_LINF_PRUNE,ROIL_LIN_PRUNE,GAIL,NBC,EstLInfDiff,Epsilon,Optimal,Random,dataset_size,BC
-527.906016734579,-325.2478476682488,-2440.584988013079,-386.2050407602055,-379.6662384473983,-206.5038356172667,-2407.2433217192474,-724.0824605095783,-2075.043391570405,1.6572796369728473,2408.2298060464523,492.61891325965695,-698.292800951232,100,-523.7701564067293
-530.9293001910568,-346.03852453291495,-2378.3293723632373,-384.6933990324891,-377.98824126368805,-225.74455430792807,-2421.887137906806,-696.862932002505,-2014.6738249518712,1.593577700945697,2408.229806044116,492.61891325965695,-698.292800951232,100,-125.70122677338861
-540.0292961509631,-360.5234530961103,-2424.300565007381,-380.1434010505605,-371.27557096780384,-220.7477724792796,-2470.8218284599507,-660.759519136872,-1975.612904986109,1.5672236165278837,2408.229806040566,492.61891325965695,-698.292800951232,100,-26.442768554338073
-517.6536187804559,-327.1402289565601,-2427.095796828537,-391.3312396978511,-386.3482191956829,-216.39995977400585,-2393.451216522112,-718.7686776620469,-2108.599924000461,1.6784536809055264,2408.2298060432554,492.61891325965695,-698.292800951232,100,-479.08397708070675
-526.5047391928767,-435.8671250475146,-2476.8217222413787,-386.9056794839396,-264.4320132743637,-302.01179243497336,-2534.556663169905,-684.3753546239228,-2046.5757691670728,1.6473783258824053,2408.2298060427543,492.61891325965695,-698.292800951232,100,-17.817217369174962
-520.2236354907184,-410.0062788431704,-2530.6994373514026,-292.50044162959216,-259.2429502812314,-299.2227418587645,-2748.884688222518,-775.4906377149983,-2090.457012691426,1.6676162563536872,2408.229806044445,492.61891325965695,-698.292800951232,100,-287.00159228666865
-516.7919867545181,-243.75668336974385,-2441.410951766001,-329.80973609867294,-385.0125090305907,-295.3275980898779,-2409.517889259024,-725.9476597364254,-2107.100185065656,1.6791711613156703,2408.2298060509074,492.61891325965695,-698.292800951232,100,-290.57845058017983
-533.8404200682385,-533.8404200678311,-2444.7945979427013,-383.2378390464445,-374.1042833277853,-324.65601381365616,-2438.597067761705,-674.1593848166534,-1972.5264248846136,1.594262691090565,2408.229806044737,492.61891325965695,-698.292800951232,100,-257.8154133773887
-520.9209898587984,-494.50068164201264,-2493.295869888484,-389.697554152861,-251.395282081042,-302.9887988854573,-2664.837120838917,-694.3175581086042,-2076.687054464521,1.6585473396680506,2408.2298060437524,492.61891325965695,-698.292800951232,100,-477.12367284669335
-517.2987548263204,-484.4457969457586,-2494.606023648818,-230.40066320328208,-455.634630236916,-316.84666486660353,-2539.1976911920237,-759.8508715753463,-2106.739055804622,1.678987499025405,2408.229806043186,492.61891325965695,-698.292800951232,100,-121.43061060671644
104.96730422351298,207.655744003335,-2367.476530886451,56.923281685280095,85.03152206716712,17.810975739904812,-3905.0426126250704,-569.8417767304101,-1833.208541169199,1.5224910756520773,749.7780886625569,492.61891325965695,-698.292800951232,996,215.84919804651253
100.5665302565146,157.7892632510642,-2061.80858799616,116.7953842747176,141.19592342863004,-423.2441041314223,-3610.710964462872,-664.7609924941645,-1724.0831455708385,1.433134971867322,749.7780886621683,492.61891325965695,-698.292800951232,996,-18.70686761602282
137.94114894966907,238.3048242723866,-2057.2764070365333,157.61241957053136,163.99050703836994,277.4322766298751,-2055.2328776384,-620.0191051565121,-1690.7649230682005,1.4353566383933172,749.7780886586033,492.61891325965695,-698.292800951232,996,234.8517173634568
138.69601523713808,136.5853256463052,-2257.7287014137605,54.02764758229547,272.93413814530606,58.247885708587006,-2191.38744784387,-594.9149339733862,-1774.336915002148,1.485185497825874,749.7780886594043,492.61891325965695,-698.292800951232,996,-262.8085109395124
142.74869862466858,192.89040108303,-2170.1371159591417,158.0204951289436,176.37573321374032,275.9008407766215,-2190.660989965607,-647.5673971510295,-1908.4190460558727,1.570066835076555,749.7780886614214,492.61891325965695,-698.292800951232,996,265.96721326106564
142.74869862466858,220.90401486848177,-2195.626651231656,125.66740610288493,150.12234941886396,275.74029605560224,-2256.90737281266,-633.608646252411,-1860.857101128246,1.53633929588848,749.7780886725495,492.61891325965695,-698.292800951232,996,156.2799501071612
142.74869862466858,199.608861823139,-2094.326863443196,154.89091554105076,151.39944921677971,291.9402870507328,-2092.115668003931,-474.3783406880062,-1764.6107543750843,1.4468119639491233,749.7780886652886,492.61891325965695,-698.292800951232,996,180.0952799214175
142.74869862466858,263.73438537824575,-2062.80749664474,154.66004128585774,173.44508500669275,275.945303217334,-2079.341030282421,-411.50735895930137,-1762.3214946483165,1.4790958460077068,749.7780886617472,492.61891325965695,-698.292800951232,996,343.10999686383695
142.74869862466784,219.69837580616627,-2123.587363076471,96.722272945567,127.26715848530492,275.78403512353407,-2132.2173999013207,-535.3857674652379,-1853.83454028378,1.5190220405864605,749.778088660217,492.61891325965695,-698.292800951232,996,200.3140899045954
99.69899739927196,120.11269519047408,-2137.364880110301,162.9092179133603,183.6086065034537,164.4279459157321,-4004.4311615538,-580.2855073593853,-1879.9090702885983,1.5474385734257834,749.7780886566779,492.61891325965695,-698.292800951232,996,149.08379372216598
336.16352185240294,336.2215793348389,-2032.9257255241032,344.3310307759122,366.14645591922965,92.58283364094468,-3661.981673387775,-651.8750922933528,-1722.427880840212,1.4558933270338654,375.2110613370022,492.61891325965695,-698.292800951232,1897,249.22635329022083
315.5000395762338,321.91012214153466,-2088.315300218677,344.35897748334355,373.0149489943326,102.39597196588464,-3853.0750508089377,-550.8985515995427,-1801.274902556452,1.5003334413566245,375.21106133659913,492.61891325965695,-698.292800951232,1897,337.7122766658629
342.30352622883754,389.0541906996076,-2071.192967167922,361.496946754096,371.33299922781896,-201.61810735547047,-4293.796706169629,-770.6051286504687,-1818.4065787976424,1.5150784557759742,375.21106133344114,492.61891325965695,-698.292800951232,1897,203.68178104061576
348.0459644640357,351.6317130352103,-1997.171428822733,318.5575359422685,371.3598413459898,216.56224795546729,-3658.568305793221,-828.8271509027787,-1728.5251258885007,1.4558228943623015,375.21106133288026,492.61891325965695,-698.292800951232,1897,262.513827345701
333.7808236802247,385.5953047593548,-1995.73801065655,368.9679783459336,376.6520602075837,53.1131802267078,-4236.855501597468,-566.844856427868,-1810.0441427609617,1.5091815309550314,375.2110613332779,492.61891325965695,-698.292800951232,1897,139.36730868625858
316.7550652788535,348.6866801036096,-2092.689847715672,318.35771629482986,368.9928719015469,192.0024312859348,-3723.3311176872257,-312.24481897145847,-1783.5004940846538,1.4969457338708403,375.2110613359848,492.61891325965695,-698.292800951232,1897,151.5398267474472
332.6662959704377,367.1576013838828,-2080.529600303107,307.14324056843566,362.4652002678107,-2.204011384840342,-4192.605576487636,-471.0726404868445,-1736.0932008192133,1.472740530775734,375.21106133185367,492.61891325965695,-698.292800951232,1897,194.46094915189002
345.1162124062837,372.2665496082154,-1924.4542762204544,355.86129850408935,365.348140844491,146.85962563370066,-3600.4862295893163,-414.85560424338166,-1665.8322133782726,1.4167062800918535,375.2110613347615,492.61891325965695,-698.292800951232,1897,317.5260813211777
345.02907845871977,395.1366772397787,-1950.478294936204,354.31093487080216,361.7764169415666,331.2792793519333,-2021.5527645980944,-604.6755396398001,-1770.6341445163253,1.486098101003583,375.2110613355405,492.61891325965695,-698.292800951232,1897,240.7970445282172
307.7398397052007,337.0509117109318,-1946.6529730940551,354.73526207367337,368.409433948593,77.44622572197947,-4099.628079941396,-467.4719691331968,-1754.9434769618947,1.4741449582949435,375.21106134041537,492.61891325965695,-698.292800951232,1897,309.67915284241104
479.50719826202,448.7244079424184,-1921.71451716676,415.5629315724011,438.3887602110686,69.13180113522634,-4069.2552832352258,-406.78283575076,-1717.279633719236,1.4529116028938631,181.0994128347795,492.61891325965695,-698.292800951232,2800,255.54824959950906
475.0296875801432,438.49109335552725,-1892.2791213099763,405.60261277934455,422.9481984453264,40.13035862605585,-3978.5721943741273,-560.7852870505455,-1658.4945294232953,1.4123005419592658,228.5927787376312,492.61891325965695,-698.292800951232,2800,318.4925484253311
469.5065083839879,397.288219439227,-1853.1203569312693,397.76477392820914,413.2958466686483,102.06431329716898,-3898.104056762858,-555.1857065490814,-1650.8460859075076,1.4155326302644748,247.54588524738824,492.61891325965695,-698.292800951232,2800,136.63341752832082
467.8418555839132,434.1860088455035,-1855.6295995948328,406.2092966735625,411.3664758503351,346.2880251032637,-1915.7344642762437,-501.11874744564415,-1648.6904783723617,1.4095325442260274,222.3564919388818,492.61891325965695,-698.292800951232,2800,224.7903801210503
469.2053215339274,422.8343164411479,-1945.226437039288,402.359087887648,407.0120214356231,70.16526441576775,-4099.997001218187,-642.7188712929011,-1730.3229455605956,1.4624875561244963,260.2301056327302,492.61891325965695,-698.292800951232,2800,264.89187555229233
474.5849161987593,440.867333102373,-1982.5182280082563,410.8101620678161,424.0923238396031,410.8101619649949,-2051.3273171267574,-522.4033882508405,-1775.9564649900533,1.4986738321346185,226.62073907688284,492.61891325965695,-698.292800951232,2800,136.9327249172922
472.4120732947941,429.6794646353813,-1901.902899990392,405.15620013428656,414.7134998644091,71.50095988500986,-4047.2965234889816,-465.79190960661975,-1707.2010031928644,1.4434097231359524,249.91626945991092,492.61891325965695,-698.292800951232,2800,254.26812352650273
467.4772872941264,407.9714716490214,-1966.6068936723243,402.6100747815095,420.9759235366094,126.94451524299488,-3964.298249522733,-457.38347293079534,-1671.8681610280526,1.4410248565830843,183.6140754206972,492.61891325965695,-698.292800951232,2800,240.56297050947381
463.9057729965453,427.70634444334246,-1850.2284847483024,394.4510974357983,396.5565448970089,254.23043894843173,-3686.673138439036,-369.7218804528964,-1572.227562763395,1.362570929154865,244.33603731235783,492.61891325965695,-698.292800951232,2800,281.8392052872863
483.9410629802886,455.783372995545,-1783.3352202897524,417.3960296959952,453.635321494054,215.34426203667476,-3884.552995317788,-737.3934333392505,-1600.535250351976,1.3565581501390669,116.4395204354842,492.61891325965695,-698.292800951232,2800,223.95113569259632
437.5210132671493,427.7298939527543,-1875.5755951328647,403.51384337239233,416.6298553766121,104.5513737279556,-3956.0048803100544,-654.9990786272185,-1671.6433979354558,1.4262906004418352,237.1070602030184,492.61891325965695,-698.292800951232,3696,267.51979435455326
371.5341248517966,362.1386588189917,-1722.9751560116515,392.24377545070433,401.47363697939227,128.05595642681322,-3743.75491809113,-285.4999736918833,-1554.3330465548315,1.3578594975311986,236.2592317378593,492.61891325965695,-698.292800951232,3696,285.8894664174524
435.0651309883921,399.7024493142618,-1822.384276595647,393.9791404698159,401.5169170215044,181.47413844939143,-3900.0588650495056,-348.87813741602974,-1669.8566439914853,1.42274789822891,291.9032652477896,492.61891325965695,-698.292800951232,3696,254.9010241458518
393.7185160006423,401.28308495540944,-1933.7744474101844,404.74644978251786,416.2269851101639,140.93939054513265,-3544.569633681329,-445.7773868164636,-1631.9331504855074,1.3831677930140571,216.12609026155832,492.61891325965695,-698.292800951232,3696,245.83214770326168
443.4743275505716,445.2807823333175,-1862.565494794735,408.2044660390249,427.1902791318496,350.73041463558127,-1848.6209074210524,-172.50092323662312,-1560.6124189774323,1.351382297437658,216.12609024116708,492.61891325965695,-698.292800951232,3696,305.59327448109633
443.92099460367535,429.1896239410731,-1831.4743505104063,402.2824508273496,412.3278806389006,230.5202016613688,-3911.952306105375,-436.6170403775079,-1650.600647715267,1.4150408498970095,251.49494093045269,492.61891325965695,-698.292800951232,3696,304.80788749087327
390.8944050959929,390.8944051002825,-1808.5664120438164,395.7382659162579,420.0634985638545,195.7805903441229,-3759.4528556972177,-663.3630261323857,-1586.0676394548682,1.383337126572825,216.1260902357014,492.61891325965695,-698.292800951232,3696,287.4780308946433
421.6456561651252,390.5990019817572,-1858.11293179936,393.28546442262063,404.103822661658,201.85524743081191,-3886.7170437388704,-366.7912324764773,-1666.715442339036,1.4231668067301455,282.6546349225832,492.61891325965695,-698.292800951232,3696,208.95642361975803
