LPAL,LPAL_LIN,ROIL_LIN,ROIL_LINF,ROIL_LINF_LIN,ROIL_LINF_PRUNE,ROIL_LIN_PRUNE,GAIL,NBC,EstLInfDiff,Epsilon,Optimal,Random,dataset_size
2904.651911101557,2905.002982066366,2460.776755188261,2818.2709568282166,2783.8099029038926,2855.3900083851668,2460.7767552131218,2385.9696434346797,2345.350426090353,1.1238875038849185,623.1681878374064,2908.571645456195,2317.653199382272,4600
2897.3431823673873,2896.5167250806317,2445.6772325063935,2830.949031378692,2834.896052809463,2885.0703062872494,2445.6772325063703,2370.630967880589,2385.6213129249263,0.9399102325998772,397.62215571448604,2908.571645456195,2317.653199382272,4600
2906.8585368243503,2905.9659150927937,2501.0205810580333,2879.626788793906,2879.352251610763,2890.9110992008564,2501.0205810715206,2369.3950526776007,2421.593852965101,0.9399104162942277,323.9462837296502,2908.571645456195,2317.653199382272,4600
2897.734743816114,2897.9413151020017,2450.399128625478,2823.234589943346,2828.034583959469,2882.282783414422,2450.399128626663,2380.263178086521,2393.656468264033,0.939910233853417,480.1607090061564,2908.571645456195,2317.653199382272,5496
2887.5472675215333,2895.7785256912393,2564.9140413467967,2738.7753540502126,2757.0961331802255,2758.1431567115897,2564.9140413467967,2370.399497225884,2558.703885798016,1.1273795158295723,925.4038941090911,2908.571645456195,2317.653199382272,5496
2887.5472675215333,2892.859534033749,2486.106674218353,2778.3804669252513,2792.8772811988238,2766.099365648824,2486.1066742182666,2396.7258011926656,2531.146453970375,1.127359203797727,831.4442914174738,2908.571645456195,2317.653199382272,5496
2887.5472675215333,2891.198759009374,2508.258586818423,2848.7048236308974,2851.566880257298,2830.7031591541436,2508.2585867752928,2406.2569032308206,2498.120861580768,1.1273730678436027,347.7783061715205,2908.571645456195,2317.653199382272,5496
2887.5472675215333,2893.7385260304927,2539.486692397821,2748.216317462844,2755.8308818358228,2794.645645729327,2539.4866923732443,2397.9727685346907,2479.867653827665,1.1272631700426865,880.5409877987058,2908.571645456195,2317.653199382272,5496
2887.5472675215333,2892.6911272872358,2470.9915036409316,2744.9459987489336,2778.2697715529785,2798.99260904465,2470.9915036409275,2395.0025370361323,2394.507823361578,0.939910324502993,887.6629205385314,2908.571645456195,2317.653199382272,5496
2888.904782703442,2883.6835934589353,2504.8266072730967,2881.0653283525367,2887.0234841612782,2875.5942316283235,2504.8266072728957,2375.339835941812,2573.423304115538,1.1273636420081892,95.99142356524581,2908.571645456195,2317.653199382272,5496
2902.7335942701084,2902.673580967112,2479.8273190299983,2781.7697721725826,2797.742289567158,2849.733088042124,2479.827319029623,2362.301589692979,2519.085914805395,0.9399102348345106,625.1555040088647,2908.571645456195,2317.653199382272,5496
2901.7735878189887,2900.09456552495,2495.341711395933,2819.114836911742,2833.9111841799413,2847.596253662814,2495.341711395925,2381.8336469378933,2386.916897778294,1.1224680204688893,575.0116520138556,2908.571645456195,2317.653199382272,5496
2887.5472675215333,2892.956384105872,2522.2594008056644,2868.2644539378753,2854.6981629648985,2840.624077927876,2522.259400847931,2363.019488174739,2443.442143525875,1.1273450398440776,374.83509960344634,2908.571645456195,2317.653199382272,5496
2894.2959185624945,2892.0030897962183,2450.490230970092,2685.895484106472,2716.9591043186056,2776.4246308716324,2450.490230970099,2374.2958919129137,2393.7025082586974,0.9399102338565487,1310.8613190012343,2908.571645456195,2317.653199382272,6400
2894.9930478555953,2895.2536716824625,2569.013698058398,2779.168958407754,2784.8576104851436,2834.7014319777136,2569.0136980576062,2379.7618229930754,2536.8528495671503,1.1273136744285335,670.7980995221346,2908.571645456195,2317.653199382272,6400
2902.3146071468896,2901.5447344991708,2480.8426516930767,2749.403086837567,2750.929559824559,2826.199090733062,2480.842651693121,2390.259241534509,2368.4815970630443,1.1273849545405392,862.0571951675854,2908.571645456195,2317.653199382272,6400
2905.174540863023,2906.094361658359,2655.9077697229777,2897.8248724796085,2897.673223072953,2898.2065987450733,2655.9077697215153,2383.324838358177,2617.8529238778037,0.46708859037168526,108.92593306101298,2908.571645456195,2317.653199382272,6400
2887.5472675215333,2895.37010074142,2571.148533267975,2771.1497072085504,2762.953781031413,2763.2413398322396,2571.1485332679786,2397.876178307174,2582.7034220441487,1.12736279880855,852.9655427674791,2908.571645456195,2317.653199382272,6400
2887.5472675215333,2891.107608186315,2484.96124117415,2684.4581686302436,2699.8690621078313,2707.435944992427,2484.961241174048,2383.4581784699194,2370.4347113024023,1.1273074197617037,1341.8781297884254,2908.571645456195,2317.653199382272,6400
2903.483842015622,2903.9370815789835,2514.725315233915,2787.6629008990394,2793.5056244611924,2872.2352616979597,2514.725315233915,2369.612286872048,2438.5785501823057,0.9399106139951953,747.0688029615181,2908.571645456195,2317.653199382272,6400
2894.850026711666,2890.914738107273,2601.6486697983964,2825.6020860989493,2832.242971815682,2873.08108201079,2601.648669806955,2389.656525928118,2623.3880949765144,1.0321242436279725,327.9258197430628,2908.571645456195,2317.653199382272,6400
2887.5472675215333,2893.2252865136757,2493.580260551584,2662.5259883970066,2709.471483448607,2705.9609008248117,2493.5802604559435,2365.6964443613087,2437.461716445816,0.9399107617564536,1472.0748418290661,2908.571645456195,2317.653199382272,6400
2822.5132652517386,2822.5132652512093,2519.553432957924,2822.513265251425,2822.5132652505104,2822.513265251935,2519.553432957932,2373.9738284995196,2529.250571844166,1.1273561865260637,1.2083338608296623,2908.571645456195,2317.653199382272,6400
2904.295880437764,2904.1783477159097,2515.4343580005025,2831.766618258748,2832.148173208806,2857.355227723425,2515.434357999965,2411.1773208714076,2445.579943377002,0.939910624447344,674.2799834681186,2908.571645456195,2317.653199382272,7296
2904.1483884487334,2904.186915307392,2557.416810279252,2763.0415242791782,2779.0180521012676,2844.641057410364,2557.416810279176,2381.7222337557237,2625.3801577668874,0.9399103550486658,724.83774801717,2908.571645456195,2317.653199382272,7296
2893.403916741948,2893.403916718221,2570.5872161150646,2893.4039167405435,2893.403916740185,2893.4039167409446,2570.5872161181305,2370.6787381600957,2585.883787076224,0.6819353262149801,0.39203848626954907,2908.571645456195,2317.653199382272,7296
2907.130573191339,2906.4592797686078,2594.909129757977,2882.451267581609,2882.080541982029,2902.499865874846,2594.9091297382984,2391.183666970357,2507.6075461395785,0.7904353983855831,132.2145867086034,2908.571645456195,2317.653199382272,7296
2890.4682846623264,2896.738203880391,2596.4666933391245,2802.533064497628,2830.7804556570472,2823.2580111196676,2596.4666933391263,2346.4614877648382,2579.42170824437,1.1274512161698587,603.5773788541891,2908.571645456195,2317.653199382272,7296
2902.741301449616,2901.2957168108087,2523.170744679379,2832.270043799539,2807.3931367826435,2856.9803737945886,2523.170744679388,2363.912630608269,2566.117638109723,0.9399107465856523,640.7790340025288,2908.571645456195,2317.653199382272,7296
2887.5472675215333,2890.244325927313,2468.4768870808175,2751.467043055419,2751.2378819995356,2792.429395707555,2468.4768871368624,2403.64825375969,2352.255355445444,1.1271626666245063,875.9018338131165,2908.571645456195,2317.653199382272,7296
2894.217312797473,2895.1035712345924,2559.982840997398,2891.140512245939,2857.34919219308,2871.7447834128716,2559.98284100439,2399.951932270641,2490.1979095967718,1.1273120365508726,245.9512672574661,2908.571645456195,2317.653199382272,7296
2896.572489887624,2892.4794358965755,2436.6434440116063,2703.0652945924726,2731.302724428624,2789.320659328222,2436.6434439628115,2373.7871276558994,2374.5313689790382,0.9399102326290492,1192.3817826206548,2908.571645456195,2317.653199382272,7296
2887.5472675215333,2893.6667438239706,2513.007929315556,2807.0368658848784,2813.562429057896,2760.0097757803264,2513.0079293156455,2359.744406160989,2520.246829060337,1.1273673506206592,702.5688916630066,2908.571645456195,2317.653199382272,7296
2905.127662734266,2905.5922385731474,2490.902224475112,2856.046580746546,2859.7223923989463,2875.0496366021666,2490.9022244271314,2349.1411827430707,2377.522107829504,1.1273461771379258,358.775564807959,2908.571645456195,2317.653199382272,8199
2907.764480795736,2906.8962857756096,2617.9129740911403,2906.988156571362,2905.5478470487596,2906.944842324369,2617.912974093775,2411.104690100828,2585.7484615449134,1.1271700130906115,7.782847661724565,2908.571645456195,2317.653199382272,8199
2887.5472675215333,2895.557521506188,2592.4733048985436,2821.53069284052,2793.2944949631265,2764.219128924895,2592.473304898547,2406.735140107676,2589.4566822613365,1.1273518290964903,744.6645531384561,2908.571645456195,2317.653199382272,8199
2895.3158772471356,2893.1098880840873,2503.467674862295,2730.6065007763978,2734.5952043889883,2805.41797898643,2503.467674860081,2344.136609769853,2431.4655622594946,1.1270447357142852,1004.3983691717024,2908.571645456195,2317.653199382272,8199
2887.5472675215333,2895.7509879727545,2539.07546574294,2761.594387445834,2751.5167627481837,2732.961350300644,2539.0754657429293,2392.0026263667955,2523.833933918147,1.1273416238846605,957.9434595708976,2908.571645456195,2317.653199382272,8199
2907.59617397727,2906.9908385815443,2648.1279401334305,2899.216294201081,2903.8269279165393,2903.404495448003,2648.127940133438,2391.6456493082546,2680.2774441128586,0.4921518405380443,99.01778357210173,2908.571645456195,2317.653199382272,8199
2860.663989264476,2832.381913385694,2586.7520908218785,2844.1622596506213,2841.044081433759,2844.162259650626,2586.7520908218903,2406.2300064078995,2633.03663025679,0.9399103069535018,199.73052061280978,2908.571645456195,2317.653199382272,8199
2887.5472675215333,2896.187642043617,2575.5018565531445,2744.851626152229,2759.143085908362,2785.5973170737852,2575.501856554586,2420.7749170789793,2584.960516397651,1.127321217041626,882.314892098,2908.571645456195,2317.653199382272,8199
2902.52097960977,2901.645182484943,2570.0112503357605,2754.726554799583,2791.5452057621005,2857.0382056670533,2570.011250335817,2377.6040640281676,2637.74005115359,0.9399102670621122,690.252070667312,2908.571645456195,2317.653199382272,8199
2902.4916174129266,2900.291794398735,2528.3702038293095,2811.694536997415,2835.0411036928517,2859.8377467324945,2528.370203830878,2407.004964177038,2429.3347445883296,1.1120899294140831,463.22716779935126,2908.571645456195,2317.653199382272,8199
2904.4868634475606,2902.5476671699425,2655.0149101157576,2839.0218187102037,2843.503075825238,2874.8594243195557,2655.014910115886,2361.820871695211,2629.2625434257097,0.44654955700662585,448.1668500334922,2908.571645456195,2317.653199382272,9099
2887.5472675215333,2900.922147639936,2668.4202993070007,2685.048460935152,2759.052950004114,2711.828264356657,2668.4202993002905,2372.073212685934,2690.9957395419224,0.5631433424583739,1443.3437706109119,2908.571645456195,2317.653199382272,9099
2901.573914378512,2901.3827309418893,2516.5398071782747,2843.093348749505,2850.7725223059642,2889.3163267095333,2516.5398074069735,2391.2157958160087,2440.588216830817,0.9399106140047687,267.5914476827367,2908.571645456195,2317.653199382272,9099
2898.046345266051,2894.274605465707,2542.366727965918,2770.1763807576062,2772.283709576418,2826.7421557405933,2542.366727965881,2371.3278681470747,2453.7921584289925,1.1271554756677697,727.7647869318612,2908.571645456195,2317.653199382272,9099
2887.5472675215333,2896.113113000551,2560.505611737967,2757.7873764372516,2766.304865114086,2805.3395985687644,2560.505611764308,2378.0750467303296,2472.980644029065,1.1273749435771394,797.8172280962037,2908.571645456195,2317.653199382272,9099
2887.5472675215333,2895.4969700245133,2566.175673895623,2761.3540084432816,2768.9017451647032,2778.3418974195183,2566.17567389582,2409.3195567947564,2523.2276059863593,1.1273662881778315,805.537848246367,2908.571645456195,2317.653199382272,9099
2883.132116439436,2883.1321164435503,2641.5623661121763,2883.1321164442693,2883.1321164444203,2883.132116445004,2641.562366112181,2398.1468686196454,2652.9104817904727,0.502111578834026,0.1449482594196259,2908.571645456195,2317.653199382272,9099
2902.3333272064538,2901.591648215145,2486.5622987994275,2732.213359086643,2732.256330824723,2817.357263255198,2486.562298799461,2384.9894633743593,2376.225957204766,1.1272827643949468,980.8414379389678,2908.571645456195,2317.653199382272,9099
2887.5472675215333,2893.8562074977744,2542.8940857250227,2693.395042945258,2725.2675227140567,2760.0795806572883,2542.8940856838863,2359.3564979136563,2452.231737191538,1.1272281384007798,1256.2924082718362,2908.571645456195,2317.653199382272,9099
2894.16196598012,2890.921590440672,2485.4693722318325,2720.0323252739036,2719.907398002385,2794.08647979028,2485.469372231657,2374.0226593438115,2375.5661683540357,1.127140603501161,1091.280184190386,2908.571645456195,2317.653199382272,9099
2890.638969458568,2890.6389694595846,2622.149603290679,2890.638969460087,2890.6389694587233,2890.6389694590193,2622.1496032894447,2387.9883325533833,2645.1397467581974,0.6593172682005887,0.05305575189274059,2908.571645456195,2317.653199382272,9999
2905.764440889975,2907.488634864552,2612.5757451964064,2756.603631973101,2787.076493973048,2856.958880187111,2612.5757451963773,2407.1477639710415,2643.695129307601,0.8944484921299002,651.2627234710064,2908.571645456195,2317.653199382272,9999
2887.5472675215333,2896.312518102626,2556.3729508218175,2793.426401388088,2818.7614075180854,2780.3050146138776,2556.372950781688,2373.2523212775673,2550.4223259502396,1.1273533942821639,684.0239660970253,2908.571645456195,2317.653199382272,9999
2895.092360558825,2891.8592333775164,2482.92569201187,2728.5360842733403,2729.2289343288276,2799.771334129623,2482.9256920127714,2350.5760742469365,2372.80099705625,1.1272432992357335,1035.1852754199383,2908.571645456195,2317.653199382272,9999
2887.5472675215333,2896.121536215461,2584.6242068429165,2807.8397759256804,2806.0216127678427,2803.033771226263,2584.6242068414995,2362.0297010689583,2565.3966697938517,1.1271983922315043,700.0081749813994,2908.571645456195,2317.653199382272,9999
2899.9095357476326,2895.2426395049624,2537.401493297876,2721.4344238959693,2739.5350506264735,2805.8986754782536,2537.401493292494,2341.0353951353495,2493.8956471852675,1.1271279718241396,1057.0070167059596,2908.571645456195,2317.653199382272,9999
2903.5267181134996,2903.3669459212697,2457.847697521969,2762.750396430923,2765.9499912418896,2839.5338016378973,2457.847697557426,2373.9506344313045,2345.6506530302995,1.1272326855243933,742.137263715535,2908.571645456195,2317.653199382272,9999
2897.402700278797,2900.0010195063796,2675.4720337795798,2760.834337777299,2793.3903454457536,2814.713454728313,2675.4720337795775,2389.5388746307062,2615.0628500868415,0.6802904595050809,834.7316370818833,2908.571645456195,2317.653199382272,9999
2901.600914252792,2895.2431258052466,2689.291485667382,2863.4276614591076,2880.1402532564075,2873.452997474009,2689.291485667382,2363.1067643095707,2687.2060956464807,0.7214702562735065,199.45775866010172,2908.571645456195,2317.653199382272,9999
2887.5472675215333,2896.038381212429,2566.699566318629,2777.425296563575,2767.012123636161,2781.8105500473825,2566.699566318661,2400.249941795999,2625.038467977991,1.1276851861918655,816.7883904680284,2908.571645456195,2317.653199382272,9999
