ROIL_LINF,ROIL_LINF_LIN,Epsilon,Optimal,Random,True_Epsilon,LPAL_Rad,LPAL
,,100.0,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
,,141.2655425072942,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
,,182.53108501458843,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
,,223.79662752188267,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
,,265.06217002917685,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
,,306.3277125364711,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
,,347.59325504376534,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-474.01791741686895,-409.22797656518077,388.8587975510595,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-482.27102633121245,-413.4464350889423,430.12434005835377,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-490.52413376223876,-417.6642768862936,471.389882565648,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-498.7772429777348,-421.870648248194,512.6554250729422,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-507.03035134042113,-426.05743731987815,553.9209675802365,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-515.2834601380773,-430.237842162124,595.1865100875307,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-523.536568678443,-434.4130491349198,636.4520525948249,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-531.7896772152062,-438.57809870408994,677.717595102119,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-540.0427855330458,-442.73550634268315,718.9831376094133,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-548.2958946495039,-446.89291332601636,760.2486801167075,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-556.5490025707225,-451.0503228902486,801.5142226240017,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-564.8021098851134,-455.2072499086014,842.779765131296,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-573.055219625381,-459.35877845696535,884.0453076385902,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-581.3083281843701,-463.49775206910493,925.3108501458844,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-589.5614363667752,-467.6332466332345,966.5763926531787,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-594.4725404564741,-471.7660458255654,1007.8419351604729,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-598.6461594535037,-326.2858777367795,1049.107477667767,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-602.8197792131921,-480.03030104604534,1090.3730201750614,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-606.9933982933892,-484.15723956926263,1131.6385626823555,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-611.167018052418,-488.2837938206501,1172.9041051896497,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-615.3406373950986,-492.4103480707498,1214.169647696944,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-619.5142569613919,-499.80514199052084,1255.435190204238,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
-623.6878759757037,-507.67507302970665,1296.7007327115325,490.2017594959961,-645.1212834541194,1799.819451973024,374.47641682930305,-633.9533725224378
