ROIL_LINF,ROIL_LINF_LIN,Epsilon,Optimal,Random,True_Epsilon,LPAL_Rad,LPAL
,,100.0,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
,,133.74952157322676,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
,,167.49904314645352,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
,,201.24856471968025,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
,,234.998086292907,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
,,268.74760786613376,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
,,302.4971294393605,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
,,336.2466510125872,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
,,369.996172585814,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
,,403.74569415904074,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
,,437.4952157322675,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
,,471.24473730549425,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
190.5032534835349,190.50325348436604,504.994258878721,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
190.50325348444122,190.50325348434325,538.7437804519477,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
190.5032534842628,190.50325348390425,572.4933020251744,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
190.5032534850105,190.50325348389953,606.2428235984013,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
190.50325347584885,190.5032534823942,639.992345171628,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
190.50325348405192,190.50325348195045,673.7418667448547,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
190.50325348076782,190.50325348213772,707.4913883180815,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
190.5032534839836,190.50325348400685,741.2409098913083,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
190.50325348278054,197.54893958829058,774.990431464535,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
190.50325348496224,209.12887496350837,808.7399530377618,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
190.50325348387554,212.60278813785376,842.4894746109885,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
174.0777481652222,195.12252534613907,876.2389961842152,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
155.45689984596305,180.09166835458205,909.988517757442,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
136.41799053071298,181.16640803172314,943.7380393306688,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
129.89061364310834,182.19027053610182,977.4875609038955,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
123.3077538960661,182.86581662266155,1011.2370824771223,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
116.66783961169011,183.4011871847395,1044.986604050349,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
109.94451414481915,183.71851382433402,1078.7361256235758,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
103.17076995949668,183.8841634324925,1112.4856471968026,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
96.36197319351298,183.94575456148004,1146.2351687700293,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
89.60930219709157,183.93936555498965,1179.984690343256,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
82.88321746500613,183.93936555498965,1213.7342119164828,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
78.79194118421164,183.9393655549949,1247.4837334897095,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
78.68035580025959,183.93936555498965,1281.2332550629362,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
78.62142354118795,183.93936555498965,1314.982776636163,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
78.56437625057241,183.93936555498965,1348.7322982093897,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
78.53993073372148,183.93936555498965,1382.4818197826166,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
78.53993073372148,183.9393655549943,1416.2313413558434,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
78.53993073372148,198.61252304162656,1449.98086292907,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
98.29499954170521,213.2723461713515,1483.7303845022968,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
119.07059007992864,223.28840026963937,1517.4799060755236,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
139.84618062205354,240.87466862192923,1551.2294276487503,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
154.08708441061745,235.93705043385904,1584.978949221977,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
163.51553751944073,182.28044668614598,1618.7284707952037,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
173.44192460789722,138.39249440461128,1652.4779923684305,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
181.95283118713675,197.50981488837212,1686.2275139416572,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
192.07360044811665,203.480202290046,1719.977035514884,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
201.05280128645308,195.36599591344927,1753.726557088111,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
211.03843101453242,190.50325348407569,1787.4760786613376,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
220.9363722251611,190.50325348407853,1821.2256002345644,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
230.94368390984303,190.5032534840758,1854.975121807791,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
247.06022719126537,187.18557991128606,1888.7246433810178,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
241.5994247883591,180.4841393649292,1922.4741649542445,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
242.96802084458733,173.7826988186804,1956.2236865274713,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
235.75747764882203,167.08125827243424,1989.973208100698,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
227.64326673780687,160.70516888137973,2023.7227296739247,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
208.97634073746786,154.37447902415892,2057.4722512471517,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
186.01633139937385,148.0437892103437,2091.2217728203786,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
171.23082691183248,141.71309940783556,2124.971294393605,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
163.82570226928473,135.38240958270285,2158.7208159668317,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
157.12426172308886,129.05171976899058,2192.4703375400586,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
150.4228211767522,127.13431762121442,2226.219859113285,789.6075456765631,57.57273060630365,1484.14657274219,471.3921129173665,190.50325348408575
