ROIL_LINF,ROIL_LINF_LIN,Epsilon,Optimal,Random,True_Epsilon,LPAL_Rad,LPAL
,,100.0,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,124.7753304461574,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,149.5506608923148,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,174.32599133847216,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,199.10132178462956,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,223.87665223078696,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,248.65198267694433,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,273.4273131231017,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,298.2026435692591,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,322.9779740154165,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,347.7533044615739,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,372.5286349077313,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,397.30396535388866,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,422.07929580004605,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,446.85462624620345,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,471.62995669236085,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,496.40528713851825,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,521.1806175846757,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,545.955948030833,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,570.7312784769904,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,595.5066089231478,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,620.2819393693052,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,645.0572698154626,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,669.83260026162,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,694.6079307077773,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,719.3832611539348,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
,,744.1585916000921,789.6075456765631,57.57273060630365,1107.230545405277,751.9449660542157,729.8057395099853
