LIN_REG,ROIL_P_REG,NBC_REG,GAIL_REG,LPAL_REG,OPT_REG,RAND_REG,WORST_REG,dataset_size
6379.031747137355,12545.247249595062,10840.706756037493,10364.190342769665,11323.401502716675,12748.368273155793,10345.232788113675,10985.782228443019,100
6088.961629170367,7502.296751248022,10253.962876422622,9723.764791938538,10252.672503598487,12167.689274039049,9764.553788996931,10986.320991625786,100
6292.306613134352,12477.818874180663,10444.988026584246,10184.716343728744,11148.988770829461,12573.955541263293,10170.820056221175,10986.744692329512,100
6125.638455188,12104.418111907848,10281.598080224921,9863.928811275906,10330.07164272643,12242.638163167308,9839.50267812519,10984.725754532787,100
6387.217175936839,12670.78766640335,10526.402476787087,10474.219513137126,10735.504792560172,12763.79979965327,10360.664314611153,10986.721559544509,100
3486.7462284592175,4764.893492979522,6169.973545961861,5065.569671276767,4792.895819837589,6968.315712468614,4565.180227426497,10981.263751773908,996
3715.0850908862144,5712.229054886414,6801.341481447298,5232.955391378826,5878.66346980948,7425.052595823491,5021.9171107813745,10981.204593273038,996
3900.661668446108,7639.467480622654,7235.831907323017,5708.897047581235,5704.21599539349,7796.647222508756,5393.51173746664,10980.763121707183,996
4286.289099445474,8470.867348980402,7751.390382751415,6368.454669604607,6660.807662011732,8567.71402985001,6164.578544807893,10980.951176365039,996
4051.946416297698,6277.024570680699,7288.2300436546875,5803.358242507121,5918.672048311831,8099.292102252559,5696.156617210442,10980.687737666936,996
1587.76817183711,2040.0923643200006,2958.1836685843537,2392.142984896427,2088.513220738921,3172.020980719796,2406.650847996526,10979.602370278513,1897
1818.1566072882906,3500.513808243465,3357.9113888897277,2667.184717410347,2390.643756522796,3633.066176143969,2406.3825234747283,10979.334045756717,1897
2048.6895109677803,4036.703743408252,3888.151179098678,2192.575954381873,2070.9014779176846,4094.24985600533,2406.264650972347,10979.216173254335,1897
3422.1198965217727,4016.116989353585,6135.203997213493,5630.312995839306,4578.7965957280285,6840.469902983878,4437.334417941761,10979.856897383635,1897
1804.3961588267548,3544.5217577411877,3413.8093736570513,2206.3566972489225,2122.0648349810904,3606.9708393459287,2404.956963349696,10977.908485631684,1897
277.65997740934716,317.56492160752845,479.4372835819298,1800.6266224467267,2754.066842243375,553.3839180632476,2405.071521797563,10978.023044079551,2800
940.573145146389,1529.1142401408279,1738.1128976894674,1780.9319301482333,1907.4372305324705,1878.6302263902212,2405.6515489446733,10978.603071226662,2800
3911.2370034538476,7558.406821906503,7167.377807265859,5751.54171328144,6101.739476966757,7820.190861825307,5417.055376783191,10978.370152406493,2800
609.6895789455914,1169.3854826329352,1100.1783277965794,2132.267466725343,2250.297164559156,1217.3971142989467,2405.1175286343528,10978.069050916341,2800
275.4155434255694,532.3102094668054,509.3754833116195,1966.2722676113733,2106.513197631109,548.1165302349203,2405.850041658335,10978.801563940324,2800
136.56814075806827,267.8310541581221,253.73387828027478,1759.1891807777583,1913.3975584869202,272.43266891556766,2403.8390976426854,10976.790619924674,3696
139.72188136418197,266.8516337754876,246.37200624175085,1303.8401057811755,2136.30125921675,278.32855492175383,2404.2506928487255,10977.202215130714,3696
