LIN_REG,ROIL_P_REG,NBC_REG,GAIL_REG,LPAL_REG,OPT_REG,RAND_REG,WORST_REG,dataset_size
9907.67888313585,14539.144514587677,15718.47337015337,14855.159533706721,18991.63632081979,19757.522413437746,14960.348758357704,20307.45304688193,100
7995.906578711006,13120.280208582373,12408.32863681273,11474.099113106107,15115.342326830109,15917.957559738586,11120.783904658543,20323.47329173139,100
8413.638204979485,16270.936680602124,13611.83875241113,11945.4123828366,15820.07947711279,16770.382749909102,11973.20909482906,20306.511354097827,100
7881.0992904135755,15025.34750297014,12282.735317259576,11075.560742639951,14823.420397115011,15649.716017991395,10852.542362911352,20362.100256883736,100
8635.134793131307,13446.939985330528,14288.597796203172,11955.387997716776,16111.64139728581,17135.903403920613,12338.729748840571,20383.98387638997,100
94.33122105022505,155.51461895826066,134.8328314448309,1444.933127223404,2820.946458313668,188.6146623020295,4797.221434878452,20249.665473846388,996
411.3998923074571,719.6814076588552,511.68133537590586,3141.1621462772982,4242.132931472809,819.5897009170184,4800.383738777939,20252.827777745875,996
103.41496232601128,186.25614319179573,145.73258646638084,2865.262311214295,3416.47869027736,205.96761729239324,4798.0359624391185,20250.480001407053,996
232.16442652113108,298.76638096436363,367.5568499395257,3066.1200634130673,4274.898568605794,456.4902806218204,4805.012227500481,20257.456266468416,996
3463.918198912393,6753.680382492035,5938.923946884201,4185.043561442083,3794.912152012277,6926.682870328721,4798.327182576094,20250.77122154403,996
2.9799226973000437,5.291940239898835,5.1976374572709005,1257.4854584599032,5099.862169940357,5.959845394596172,4797.819853846301,20250.263892814237,1897
103.68944576690689,192.22229447397535,119.04431835644021,2368.6348610289374,5065.552039790117,206.68627241197134,4797.866274201886,20250.310313169823,1897
3.679294440777767,7.223697464949964,4.359795655192272,1030.8048286976195,3896.1495192938605,7.350300318521988,4797.174690764811,20249.61872973275,1897
4.058116812657602,6.817339215988341,5.224413771423713,2076.4926588763474,3958.3172373491625,8.116233625308041,4797.173655080045,20249.61769404798,1897
3.862883027856583,4.090822001647723,5.8251387412424265,2263.1829533430396,4371.733971960812,7.725766055667123,4797.173655080085,20249.61769404802,1897
2.7057467377744615e-11,2.476241434123949e-12,1.0618350643198937e-10,620.8489584567277,5289.9900916250235,1.134594640461728e-10,4797.173655080045,20249.61769404798,2800
2.7057467377744615e-11,5.689315685231122e-11,1.0618350643198937e-10,636.1194715243986,4632.196373117363,1.134594640461728e-10,4797.173655080045,20249.61769404798,2800
30.488252963350817,47.375103389661604,34.05043451684253,1718.254292043823,5330.332857722342,60.72970966473741,4797.420451341973,20249.86449030991,2800
3.3666002947968536,6.567130617054772,4.5965206288527725,1054.909829030392,5265.426992808464,6.73320058958933,4797.173655080045,20249.61769404798,2800
2.7057467377744615e-11,1.3000089893466793e-10,1.0618350643198937e-10,2108.7511934400272,4484.949374233442,1.134594640461728e-10,4797.173655080045,20249.61769404798,2800
2.7057467377744615e-11,1.48929757415317e-11,1.0618350643198937e-10,137.34065210031906,4956.990414157965,1.134594640461728e-10,4797.173655080045,20249.61769404798,3696
2.7057467377744615e-11,1.3366374673751125e-09,1.0618350643198937e-10,2291.187157721445,5344.558508297433,1.134594640461728e-10,4797.173655080045,20249.61769404798,3696
2.7057467377744615e-11,5.214673137743375e-11,1.0618350643198937e-10,345.6047904712782,4809.406034887948,1.134594640461728e-10,4797.173655080045,20249.61769404798,3696
2.7057467377744615e-11,3.879563337250147e-12,1.0618350643198937e-10,878.0109849411504,4045.1039622206044,1.134594640461728e-10,4797.173655080045,20249.61769404798,3696
2.7057467377744615e-11,1.3823608924212749e-11,1.0618350643198937e-10,908.9041401332972,4952.988295655987,1.134594640461728e-10,4797.173655080045,20249.61769404798,3696
2.7057467377744615e-11,4.774847184307873e-12,1.0618350643198937e-10,447.2826650976234,5469.89319258296,1.134594640461728e-10,4797.173655080045,20249.61769404798,4600
2.7057467377744615e-11,4.3081627154606394e-10,1.0618350643198937e-10,709.7040832224216,5375.559123360785,1.134594640461728e-10,4797.173655080045,20249.61769404798,4600
2.7057467377744615e-11,4.235189976498077e-11,1.0618350643198937e-10,712.0756956227256,4690.253470485981,1.134594640461728e-10,4797.173655080045,20249.61769404798,4600
2.7057467377744615e-11,2.432898327242583e-11,1.0618350643198937e-10,259.95191632925855,4554.651811703996,1.134594640461728e-10,4797.173655080045,20249.61769404798,4600
2.7057467377744615e-11,1.3915268937125802e-10,1.0618350643198937e-10,283.79536620936824,4471.102616202678,1.134594640461728e-10,4797.173655080045,20249.61769404798,4600
