LIN_REG,ROIL_P_REG,NBC_REG,GAIL_REG,LPAL_REG,OPT_REG,RAND_REG,WORST_REG,dataset_size
6415.442602384629,10381.364102591626,10933.389547854236,10495.863250012742,11262.518130929144,12820.891836682014,10417.756351639897,10986.080375411348,100
6324.609885915872,12365.165468021292,10724.816555287023,10318.67349042243,11081.01954019404,12639.393245937068,10236.25776089495,10985.91353321878,100
6442.062749738701,9981.40715654796,10554.639282242908,10483.947017056254,11315.228620386106,12873.602326131893,10470.466841089776,10986.610180669613,100
6445.902594337804,12794.977202679773,10886.556560425786,10429.881227097769,11324.29438588981,12882.66809163295,10479.532606590832,10985.224104366764,100
6391.788757512166,12336.976329528648,10644.697329290884,10357.489456660083,11215.340654216423,12773.71435996236,10370.578874920242,10985.950162386074,100
6047.010019531045,10620.100864268741,10304.697402285245,9388.974728787904,11497.030719578719,12084.724591775712,9681.589106733594,10985.382454610477,996
6133.0597857242665,12181.684490930369,10457.151715992763,10070.024591298577,11803.814394005873,12256.553621497165,9853.418136455048,10985.652957275473,996
6061.9714905691335,12057.813741921746,10258.868607922233,9585.406062951293,11663.001733396286,12115.740960887575,9712.605475845457,10984.289027574798,996
5826.31487340186,11492.142085734975,10096.509157641545,9263.126013280982,11191.51398104584,11644.25320853844,9241.117723496322,10984.463545589384,996
6104.147743751336,12125.702295784158,10225.377896308704,10263.282758864842,11745.743633899468,12198.48286139076,9795.347376348642,10985.899633436014,996
5916.614570152021,11723.942583798234,10046.00677553921,10359.944004330853,11586.996822527972,11823.96649200896,9420.831006966842,10985.349655619182,1897
5699.975488412091,11314.028322146556,9899.060052088098,9109.701312017938,11188.560667277125,11391.588543215228,8988.45305817311,10984.449440933045,1897
5915.746590535036,11704.15016480393,10156.664920700725,9721.032567619091,11620.419158367811,11823.447034307037,9420.31154926492,10984.13315408714,1897
6019.074919561825,11956.26491302642,10084.59631563545,9795.073181796048,11825.701979040727,12028.729854978492,9625.594369936374,10985.506991469263,1897
5684.7625701643965,11294.983210624237,9935.498590899331,8584.891620852395,11143.226882322924,11361.444498790243,8958.309013748125,10984.167648862654,1897
5855.799872602971,11618.513130975418,10018.872314463426,9657.8752581563,11641.95955546747,11702.424065169093,9299.288580126975,10985.262687360953,2800
5935.691037359696,11725.512729398148,9955.970673451637,9961.205872917912,11703.630005821013,11862.384370197457,9459.248885155339,10985.084711846039,2800
5709.93745129777,11307.601198584569,9985.57706247446,8733.272855128082,11286.068947781752,11410.708250114236,9007.572765072118,10985.253659805408,2800
5846.123912403659,11624.431938729722,9883.809449246937,9860.712876991507,11544.97480964928,11682.58837186304,9279.452886820922,10985.746460268385,2800
5627.991699249128,11171.84884987731,9809.499845550712,9273.949657565583,11219.120905018714,11247.616858290115,8844.481373247998,10984.453547532246,2800
5815.800218532033,11541.81160061852,9869.09939930106,9790.344455969504,11512.190324659538,11622.452576172613,9219.317091130495,10985.234868215552,3696
5641.248118779761,11127.211533129215,9899.074856962778,9678.947967344728,11177.077814030774,11274.049042581035,8870.913557538917,10984.534202302588,3696
5338.244233623901,7345.917520797862,9218.712053576328,9133.068411866003,10572.467998007933,10669.439226550156,8266.303741508038,10983.13624802175,3696
5693.239072897029,11318.652686295743,9654.063670711032,9190.651143215971,11277.747399052512,11377.125990088012,8973.990505045895,10985.439163030134,3696
