LIN_REG,NBC_REG,GAIL_REG,LPAL_REG,OPT_REG,RAND_REG,WORST_REG,dataset_size
47.930567153726756,49.300894646635726,49.43009270452285,80.76739240715223,77.1768772438902,49.611143014504165,77.4692614910015,100
47.69125124857254,48.30360176234137,49.1944221481924,78.96358535816132,76.41332547926667,49.66991162188705,77.52803009838439,100
47.207918253375894,49.175961137161636,49.143313418613076,78.93569961583066,75.91745771145966,49.5628749659665,77.42099344246384,100
47.27577746563027,48.2856435272019,49.17644116807473,77.90518447133918,75.35492459244453,49.61407339016378,77.47219186666112,100
46.62448980092634,47.362669143712694,48.83595599993029,75.61002864338167,74.38628950157955,49.655143387776434,77.51326186427377,100
40.49295867033223,41.64129880639473,48.90908631248807,66.65565494276547,64.10539506387082,49.339498880553464,77.1976173570508,996
39.14928211523082,41.09633401545827,49.92567833902608,67.86867770289506,64.16596108666802,49.13784715109625,76.99596562759359,996
39.43606439872846,40.86708368847076,49.1093496260563,63.49921818286991,62.976222744774475,49.305435862931915,77.16355433942925,996
34.93491872814002,37.96629037860566,49.492421810760206,60.2255981675621,55.45665934647266,48.954042768132325,76.81216124462966,996
36.23854244520528,38.83181720352317,49.79809310037611,59.6949664300075,57.14470655111285,49.228082480311315,77.08620095680865,996
28.50720441044473,36.44900313054089,48.32333565349332,47.49714920042223,43.51136728789908,48.98877639729389,76.84689487379123,1897
24.924828190657962,35.33629084769589,48.33694796609129,45.33263015007171,41.13528949089317,48.45991257660731,76.31803105310465,1897
34.433190517655945,38.77652005799331,48.98887931238092,58.044272998383576,55.494013119488926,48.88233541919544,76.74045389569278,1897
31.410755790718838,40.07433627202707,48.646960956092954,57.1338185846686,48.991024752210166,49.02691722085055,76.88503569734789,1897
32.54692145830839,39.378547357155924,47.96394241970479,53.60291250600571,51.05265262711106,48.81638248009807,76.67450095659541,1897
18.28686193682468,36.05033958667184,48.434002969713475,28.997642625370318,27.55297537552093,48.33853548874242,76.19665396523976,2800
14.688773654127303,33.818333764712605,47.73062938893038,60.06449075571781,23.47752152635556,48.17805609474519,76.03617457124253,2800
27.35464963208014,39.67400106449483,48.116564553045464,47.33162955012101,45.89712820018339,48.60568470833181,76.46380318482915,2800
17.164932424846697,34.61058595663138,48.014045821179025,29.734243159343038,26.744783175111223,48.5498863612105,76.40800483770784,2800
25.299286137102058,38.26275020250557,48.09488668599283,41.584008147485434,39.033748268590784,48.71468232356102,76.57280080005836,2800
12.11464286080755,31.508632754855682,46.57117726905486,53.245586610416325,18.811478583511345,47.84471240923946,75.7028308857368,3696
18.69131124318666,33.970131650309554,48.42194075937866,32.56047514941105,30.010215270516397,48.22384884212673,76.08196731862407,3696
8.48898427153766,29.920123166341426,47.095806904606604,20.63582072324951,13.387522263421715,47.65633138641576,75.5144498629131,3696
20.137941577922078,33.81791843941073,47.866273896795974,47.38477842384653,31.498857589369976,48.30129453838035,76.15941301487769,3696
21.10424407755451,37.50693634675787,47.48959074140497,34.01028653082207,31.8182324382595,48.57022746510256,76.4283459415999,3696
10.74399527656469,31.237399831466035,47.838706696281946,29.438250039357968,16.714429761364045,47.80367380775337,75.66179228425071,4600
10.688644077890118,32.596002858617624,48.01567283719173,17.856395083334675,16.0474361676025,48.04510189984316,75.9032203763405,4600
13.754497366938878,32.84715546578889,47.55640043192844,25.6341064556116,22.135116839557128,47.94293415228711,75.80105262878445,4600
12.974340098348051,35.27411815099828,46.54444860233676,24.90165707797094,20.318742855677726,47.89126423830797,75.74938271480531,4600
12.3519433878823,34.53281191230846,47.37042036397348,37.70957695198632,19.593594854664815,48.17525878586065,76.03337726235799,4600
7.3942783076343375,33.40700620074671,46.784966981845756,17.644145036865382,11.563178287303458,47.69380915082547,75.55192762732281,5496
12.083765520075033,34.99468745373224,47.94201903873737,23.955567947623194,18.43177981561024,48.108089462180715,75.96620793867805,5496
