LIN_REG,NBC_REG,GAIL_REG,LPAL_REG,OPT_REG,RAND_REG,WORST_REG,dataset_size
7812.419944892313,13366.025227255263,12326.63234034053,14126.015034696728,15586.308407324239,12338.852712942742,17863.359405425163,100
8971.10845180742,15126.676503729024,14626.124241268619,16701.66766613208,17901.131554453423,14653.675860071926,17865.913272126465,100
7881.841472958175,13359.511038419629,12436.541719725396,13804.881280851985,15722.102944801762,12474.647250420265,17866.407924079624,100
8610.910983198964,14429.552926262888,13901.941994785884,16442.630902870333,17195.836664045117,13948.38096966362,17850.813225317816,100
9094.552617194968,15981.362462846053,14828.645525612945,17438.143405764968,18147.952301026806,14900.496606645309,17865.980856327897,100
5117.73793360918,9454.855144663266,8139.465690534047,8588.43462753448,10231.796804293153,6984.3411099116565,17828.50698589025,996
3203.411069263171,6003.495331857964,3884.527668223751,4484.077887967603,6395.151251212993,3259.126581694652,17836.4988102782,996
2089.3198964390313,3865.3072335341926,2116.3148770371786,3134.2274193425715,4167.8980724768535,3258.197414782705,17835.569643366256,996
1565.5067628639838,2826.5586721304207,2209.7870800898654,2163.1678650646118,3125.8113521523437,3252.657867957112,17830.030096540664,996
3428.9681928030886,5831.16215252057,6236.602124107626,6854.499931113155,6765.827102659366,6307.435906309619,17863.680778638554,996
1158.673992487638,2137.3763708706715,1953.4194799214858,3195.546667991914,2311.05769759149,3253.7459817652707,17831.11821034882,1897
779.4022620233271,1400.885949564667,2270.7668393529116,3492.119926276673,1556.5636456713714,3249.6965727567153,17827.068801340265,1897
1936.6712585056412,3579.181306193845,3731.0349186473695,3419.7663182140423,3783.0255295995967,3324.63433324985,17851.6933091352,1897
1817.3347847878451,3376.658483436445,2261.248521139316,3319.1402746280382,3629.470594232077,3252.654669723097,17830.02689830665,1897
152.24788286049267,259.9379034904407,1715.2575185472765,2281.4582165782517,295.46516277610965,3251.0975857184694,17828.46981430202,1897
707.3476169957913,1199.8361631509824,1561.3525321106438,3572.0056470529507,1412.8307785751679,3249.3201497978994,17826.69237838145,2800
275.83249152275766,468.6736633910292,1510.1844510657259,3814.7045256477204,551.001898288255,3248.11877913771,17825.49100772126,2800
125.42530994020488,204.46403412499077,1357.2948307341842,4405.973184471275,250.5585082599223,3247.74780600196,17825.12003458551,2800
104.9774524803212,117.08588460975858,1386.708787968469,3272.955910321486,209.47449978250864,3247.9360995596244,17825.308328143175,2800
92.48977454176054,112.50360774245397,1729.7671004992137,3229.3168884243837,184.85205486733355,3247.5831885976713,17824.955417181223,2800
1.3193806774152108,1.4361349981631975,1963.290391218222,3179.8832355382947,2.249143692948266,3247.4556943815164,17824.827922965065,3696
12.895387311666212,16.529691321083604,1749.089180701179,2546.522246479715,25.645184097660376,3247.601284907168,17824.973513490717,3696
23.23080920101701,36.775538717740005,2191.665102850325,2701.0048199362427,46.23915158653442,3247.6781611969786,17825.05038978053,3696
19.54051008067249,26.494693730757675,1435.3967568843168,3342.21439591468,38.98600639175767,3247.5507081510837,17824.922936734634,3696
92.86835526003898,97.95741983655688,1402.0727532252574,3995.554581346645,185.2633631202928,3247.9290417812817,17825.30127036483,3696
17.73956297402276,28.404420665667615,1167.3774416551191,2927.384024450226,35.37294660478035,3247.5618737247614,17824.93410230831,4600
16.200276130219137,18.373631411312033,1193.326185646852,3076.5825679136015,30.043801912536736,3247.6567308243175,17825.028959407868,4600
2.806027925195437,2.9981476150634876,1262.3274963846764,3318.7968974745954,5.611369631488827,3247.456380600396,17824.828609183947,4600
31.188708881741164,48.79592972758536,1406.2602766254756,2717.144999799878,62.27413894274456,3247.5589732006247,17824.931201784177,4600
2.1132464695833733,2.410246126223228,1460.4655582950152,3278.3906472146405,4.197092960237569,3247.4591186825232,17824.831347266074,4600
0.1491134607445872,0.28291615872856823,1350.0882809785467,3040.8837927094446,0.2982269212917572,3247.455694381516,17824.827922965065,5496
5.594456354175989,7.260069892235023,924.3460545477594,2873.3637226277124,11.180111780885895,3247.4644953085203,17824.836723892073,5496
7.167000917492601,11.793516519237016,1279.527043066061,2048.1707757419244,14.334001834948253,3247.455694381516,17824.827922965065,5496
1.2438366149833513,1.256529929689023,1353.0590398303138,3859.562125011526,2.4876732298930477,3247.455694381463,17824.827922965014,5496
1.1353221594622482,1.8369408319726972,1087.8224352502662,3012.6862658010486,2.270644318705763,3247.4962639238033,17824.868492507354,5496
8.953975338954479e-10,8.953975338954479e-10,816.5275045307576,3922.1913376744255,1.0243184078717604e-09,3247.455694381462,17824.82792296501,6400
2.329885119104702,3.548517317044656,1360.5733672758322,4043.1466887828656,4.659770238214676,3247.472320852406,17824.844549435955,6400
8.953975338954479e-10,8.953975338954479e-10,1455.7031621246833,2468.1179109041873,1.0243184078717604e-09,3247.455694381462,17824.82792296501,6400
8.953975338954479e-10,8.953975338954479e-10,1853.6379225635244,2540.237537987764,1.0243184078717604e-09,3247.455694381462,17824.82792296501,6400
0.018655453626251983,0.03233477154572029,1714.1631383031004,2833.5036417756282,0.03731090744213361,3247.4556943813927,17824.827922964945,6400
0.05869103110762808,0.07075556800919003,1640.7625052511628,2736.0599415241077,0.11729679392101389,3247.455731154638,17824.827959738188,7296
15.517769906235372,24.791196682481768,1089.1958570471313,2749.997553989884,31.03553981206288,3247.455694381516,17824.827922965065,7296
0.06985652127195863,0.09860705751952992,1004.0569236726042,2582.4078293438597,0.1397130415589345,3247.4556943813927,17824.827922964945,7296
1402.6743136526413,2393.5642356221724,2626.7334626519614,4052.391524731951,2726.9001668211754,3271.9457049550297,17849.31793353858,7296
1.2790625499376915,1.6380318759475045,1332.540942638659,2071.673098521662,2.558125099849974,3247.4556943815164,17824.827922965065,7296
8.953975338954479e-10,8.953975338954479e-10,1033.1659567524118,2879.0816603947105,1.0243184078717604e-09,3247.455694381462,17824.82792296501,8199
8.953975338954479e-10,8.953975338954479e-10,1366.8337817259512,2751.0738780788024,1.0243184078717604e-09,3247.455694381462,17824.82792296501,8199
8.953975338954479e-10,8.953975338954479e-10,1298.7721539918236,3194.8697185540727,1.0243184078717604e-09,3247.455694381462,17824.82792296501,8199
